row_index,id,file_name,source_dataset,task,output,valid_token_count,fbank_frames_before_pad,layer_idx,layer_name,cosine_similarity,cosine_distance,l2_distance,norm_model_a,norm_model_b,norm_delta_b_minus_a
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,0,model.pos_drop,0.8495148420333862,0.15048515796661377,0.28807830810546875,0.4235038161277771,0.17792092263698578,-0.24558289349079132
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,1,model.blocks.0,0.8033678531646729,0.19663214683532715,1.2912755012512207,2.1679651737213135,1.7689834833145142,-0.3989816904067993
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,2,model.blocks.1,0.7708145380020142,0.22918546199798584,1.4701710939407349,2.251847982406616,2.057373046875,-0.1944749355316162
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,3,model.blocks.2,0.7937124371528625,0.20628756284713745,1.353877305984497,1.938822865486145,2.203747034072876,0.26492416858673096
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,4,model.blocks.3,0.7489635944366455,0.2510364055633545,1.9407473802566528,2.5304853916168213,2.8725249767303467,0.3420395851135254
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,5,model.blocks.4,0.7183021306991577,0.2816978693008423,2.1387457847595215,2.4837214946746826,3.044316291809082,0.5605947971343994
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,6,model.blocks.5,0.6221638321876526,0.3778361678123474,2.581547737121582,2.6884899139404297,3.167429208755493,0.4789392948150635
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,7,model.blocks.6,0.5355037450790405,0.4644962549209595,3.9298415184020996,3.466916561126709,4.477788925170898,1.0108723640441895
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,8,model.blocks.7,0.4951002895832062,0.5048997402191162,3.807774782180786,2.882230281829834,4.295477867126465,1.4132475852966309
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,9,model.blocks.8,0.440738707780838,0.5592613220214844,3.5469632148742676,1.9261279106140137,3.9459571838378906,2.019829273223877
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,10,model.blocks.9,0.4499226212501526,0.5500773787498474,2.804103136062622,1.4914612770080566,3.138598680496216,1.6471374034881592
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,11,model.blocks.10,0.419935405254364,0.580064594745636,3.1022145748138428,1.739778757095337,3.4009265899658203,1.6611478328704834
0,345526af-20c5-437b-8741-e197ac6511ed,XC693334-LS_58842%20Dusky-headed%20brushfinch%20song%20B.flac,Xeno-canto,taxonomic-classification,Chordata Aves Passeriformes Passerellidae Atlapetes fuscoolivaceus,505,998,12,model.blocks.11,-0.015987172722816467,1.0159871578216553,13.530329704284668,4.333152770996094,12.748619079589844,8.41546630859375
1,e605b07a-87dd-4723-b812-f84b781c9583,XC126939-Tristram%27s_Starling_2.flac,Xeno-canto,species-sci-detection-hard,Onychognathus tristramii,505,998,0,model.pos_drop,0.8446384072303772,0.1553615927696228,0.2758827209472656,0.4019787609577179,0.16689199209213257,-0.23508676886558533
1,e605b07a-87dd-4723-b812-f84b781c9583,XC126939-Tristram%27s_Starling_2.flac,Xeno-canto,species-sci-detection-hard,Onychognathus tristramii,505,998,1,model.blocks.0,0.7827258110046387,0.21727418899536133,1.0770553350448608,1.7009507417678833,1.5298267602920532,-0.17112398147583008
1,e605b07a-87dd-4723-b812-f84b781c9583,XC126939-Tristram%27s_Starling_2.flac,Xeno-canto,species-sci-detection-hard,Onychognathus tristramii,505,998,2,model.blocks.1,0.7541857361793518,0.2458142638206482,1.2291948795318604,1.7464158535003662,1.7595722675323486,0.013156414031982422
1,e605b07a-87dd-4723-b812-f84b781c9583,XC126939-Tristram%27s_Starling_2.flac,Xeno-canto,species-sci-detection-hard,Onychognathus tristramii,505,998,3,model.blocks.2,0.8024604320526123,0.1975395679473877,1.278174638748169,1.654625415802002,2.139511823654175,0.48488640785217285
1,e605b07a-87dd-4723-b812-f84b781c9583,XC126939-Tristram%27s_Starling_2.flac,Xeno-canto,species-sci-detection-hard,Onychognathus tristramii,505,998,4,model.blocks.3,0.7606121897697449,0.23938781023025513,1.852756142616272,2.2379181385040283,2.851914405822754,0.6139962673187256
1,e605b07a-87dd-4723-b812-f84b781c9583,XC126939-Tristram%27s_Starling_2.flac,Xeno-canto,species-sci-detection-hard,Onychognathus tristramii,505,998,5,model.blocks.4,0.6957659721374512,0.30423402786254883,2.253107786178589,2.3952980041503906,3.121381998062134,0.7260839939117432
